Mike Maignan;https://www.soraredata.com/player/8838875501452907642248134281069987141500710862226767745798512958857367928545
Josep Martínez;https://www.soraredata.com/player/68546597805805669957723388299846722898098458987219829743738665626342287013760
Thibaut Courtois;https://www.soraredata.com/player/43357518450117731102674236600944769819000996070572676172618551834520424289452
Marc-André ter Stegen;https://www.soraredata.com/player/6231324833367446195170059107736818058466058231252207968963369466026810833248
Kelle Roos;https://www.soraredata.com/player/44566882792701754029438058147314818214087818166673088755513831417088592348396
Jean Butez;https://www.soraredata.com/player/43837914404372510855174947028378659507275781039237824942849345918467197719608
Simone Scuffet;https://www.soraredata.com/player/8766311171758844907747012991418544372819457214493999875595920366933708369660
Nico Ratti;https://www.soraredata.com/player/91181638591780657183516471793914470746323745774857194817271655931926212083336
Benjamin Lecomte;https://www.soraredata.com/player/41442081440893589238631678351943583162535246196887504762973416603551324077430
Moisés Ramírez;https://www.soraredata.com/player/wellington-moises-ramirez-preciado
Jason Steele;https://www.soraredata.com/player/96340104955695627375868948991630773814654823518471795773237004814117739338746
Cárdenas;https://www.soraredata.com/player/5484227087693419421590104290891726948511213315928431493058734216956224136
Augusto Batalla;https://www.soraredata.com/player/16237130237851009398436104472235710028305001417686141947636014045745218844021
Joe Willis;https://www.soraredata.com/player/49638421694818287689230369398507025315539765645309594686570800092237295319957
José Carvallo;https://www.soraredata.com/player/26579397086354212144177982252076518874170850377263418304965567606473176780711
Rodolfo Cota;https://www.soraredata.com/player/rodolfo-cota-robles
Agustín Rossi;https://www.soraredata.com/player/113828389621970041806790931036240225534355381281995080581430548247991477459909
Walter;https://www.soraredata.com/player/42118491816925691881652465410614204856981767839345290505483711091674586586306
Yehvann Diouf;https://www.soraredata.com/player/74799171617884117286642808584378103770391058197945705216897449709281860643552
Langerak;https://www.soraredata.com/player/18351323593809664640199167323608339055701654333165168181897293646631108293675
Marcel Schuhen;https://www.soraredata.com/player/93482793069490244992940732840201121898602395832671842084184038626857372279994
Nick Olij;https://www.soraredata.com/player/103182893786856394408065501078570330010516945010647701456408204417441826066657
Nediljko Labrović;https://www.soraredata.com/player/2284037874160634392744138822392113939485098897363202948120043457322954822074
Bart Verbruggen;https://www.soraredata.com/player/60462059046105006413320634076887912419761578000318901651966145684627029594584
David Soria;https://www.soraredata.com/player/105442481773837130827961220575011835934088107122292710887543930890758856415731
Diogo Costa;https://www.soraredata.com/player/53115316122849845865040272309499954607598125168738022767289957113955373834981
Kamil Grabara;https://www.soraredata.com/player/kamil-grabara
Raúl Fernández;https://www.soraredata.com/player/23696039458111325583533337492071475528977038643789044504693378852766866896589
Philipp Köhn;https://www.soraredata.com/player/24591199258463457852470747949989697620630562371905173276662656838162974312934
Ivan Provedel;https://www.soraredata.com/player/91431124766178964489776297848306522580455061044063461191913975730175962290283
Đorđe Petrović;https://www.soraredata.com/player/102504732875776361697269391325989382234648168438144722083320472719544040448006
Ionuț Radu;https://www.soraredata.com/player/114171482680227735224050814339214031736540246294619895052951699854932242937025
Arijanet Murić;https://www.soraredata.com/player/11882147785592714516160231342319990876232107554423856895193352204917022107705
Naoto Kamifukumoto;https://www.soraredata.com/player/35532336029742246611406214854864778507340520402883119020257843499423949903497
Nikola Čavlina;https://www.soraredata.com/player/88831776086072404821094553197620234182101702962747575405299550603868762205969
Adán;https://www.soraredata.com/player/92106342519233323162397986830028491487460571179081848330945835057437118812929
Ben Wilson;https://www.soraredata.com/player/74804408474135319055664086906521830632063155380997895077610434916999941985097
Jan Oblak;https://www.soraredata.com/player/98531608629792705716092635323338459497405410522620303586720208824756747734922
Pichu Cuéllar;https://www.soraredata.com/player/18393237412795453572987818864923321080198374193718786451749392462274168131320
Hervé Koffi;https://www.soraredata.com/player/55928753313166698956077987030437165774079874396009462638937416194337202740802
Mark Flekken;https://www.soraredata.com/player/67567898209740578750688135955327850471811896498444646263471197372713802015039
Lovro Majkić;https://www.soraredata.com/player/44445321640476367291886955409384634718170357522334902367331736962086238206414
Emiliano Martínez;https://www.soraredata.com/player/64493878226369313952925394221569534949119744259593700693601341247087264537507
Álex Remiro;https://www.soraredata.com/player/70529047023476725395888908497175217989890442440365079411063509775839053059003
Ertaç Özbir;https://www.soraredata.com/player/83732543357169715829496153369736097558033843041925571908801031967821013768862
Esteban Andrada;https://www.soraredata.com/player/72055947994749941972570482630000183031660193316321622522921754366278705675191
Sivera;https://www.soraredata.com/player/84764309648809145435214375365831051160155188974224240396629645435780488262863
Emil Audero;https://www.soraredata.com/player/39167847500385503067348959849929307955995825908336395600963972403172943177059
Dominik Livaković;https://www.soraredata.com/player/107350891892960040235685423453604618310876115368664112107183347513362972725478
Michele Di Gregorio;https://www.soraredata.com/player/56582876092272921626929230025186481039139547141640283790410470230939984890919
Gregor Kobel;https://www.soraredata.com/player/11967324723085848991799821192317663960760684768181119820982948765959870937463
John McCarthy;https://www.soraredata.com/player/57499896532667416637018939079545308133783957936648011846216224820187611460290
Yohei Takaoka;https://www.soraredata.com/player/98103698254930656838523043721178246294117676589591829882608303153041136362786
Ilya Lantratov;https://www.soraredata.com/player/104241526937470405337307917688054480259825802834696812624242010295198217098439
Kevin Müller;https://www.soraredata.com/player/25738975534260818736005577179431706647765340647964683152722016795509294797508
Ivan Banić;https://www.soraredata.com/player/5613681882388675829098745681496044632102379620315668268625313851868120631780
Daiya Maekawa;https://www.soraredata.com/player/45231952605574171492467531088787761155866672703985833160234395493129471591307
Egor Baburin;https://www.soraredata.com/player/62809416216789813519251378909350963864200697800105461143861299049150352076487
Nikola Vasilj;https://www.soraredata.com/player/65382342795250033560833608207046662006404834414390918124521135581307966853074
Lucas Hoyos;https://www.soraredata.com/player/41558391793188710511144434906428615894580537117889050735405491218359130176190
Łukasz Skorupski;https://www.soraredata.com/player/55587099407042015164261578349075527001053562627081316611067965974795517431919
Gökhan Akkan;https://www.soraredata.com/player/24063766384918430900756104472569081242945847802974976412612146003684829430684
Steve Clark;https://www.soraredata.com/player/25661165330029936882409649877862954695821299545946136509645786585121662701332
Luis Malagón;https://www.soraredata.com/player/34956634297924621844354470320987404579226577411004685662072108229884678124456
Alessandro Micai;https://www.soraredata.com/player/65114331784830422725213632265433907999362016779339349303333268978292222179265
Lukáš Hradecky;https://www.soraredata.com/player/83976201749957523230476836805160617218993601361330940814697675362365302168215
Marco Bizot;https://www.soraredata.com/player/114165693624075251099335242860337728158060888431073460284032803463973267238024
Tyler Miller;https://www.soraredata.com/player/30845724570481086564862504089859830558519414517916322096829571987964829544198
Keisuke Osako;https://www.soraredata.com/player/14515368697072956956384367410204133788204269813804541304241709663456736846500
Mads Hermansen;https://www.soraredata.com/player/mads-hermansen
Sebastián Pérez;https://www.soraredata.com/player/4591774348602283231521066374784800192869128352363935669536807827203488751552
Brice Samba;https://www.soraredata.com/player/brice-samba
Ramiro Macagno;https://www.soraredata.com/player/28610032654608006814596541447330936900943394164212166857977624475801339150801
Alex Meret;https://www.soraredata.com/player/61750505228530739222624000594072215578463825022151281765436418675304583191121
Fernando Miguel;https://www.soraredata.com/player/81953498933043484122803942884643580868943584205957807447228426341180413761466
Sergio Rochet;https://www.soraredata.com/player/sergio-rochet-alvarez
Bechir Ben Saïd;https://www.soraredata.com/player/bechir-ben-said
John Pulskamp;https://www.soraredata.com/player/10642356169541776276960432333053758657814850395470428947893462926941894936073
Wojciech Szczęsny;https://www.soraredata.com/player/17753322844365812328937707926905762669229828674762378194722432030944348668594
Rodrigo Rey;https://www.soraredata.com/player/88487164624875146767408361928871673783468522435659532736316870877607193781681
Franco Armani;https://www.soraredata.com/player/95075237360439481817955236127899129260081345582685563414616086965180733360645
Odysseas;https://www.soraredata.com/player/100419445514996610150124287892301689531697964545284217313515074253744549288728
Johny Placide;https://www.soraredata.com/player/30028476225289973350010407117867705327217864279179637364973201881712935725223
Ralf Fährmann;https://www.soraredata.com/player/54011966438785956832505147790163923888367484872784779800622748251023461237084
José Caro;https://www.soraredata.com/player/36958477616617849642367248963395189633242811715989817340446847331976797752358
Alexander Schlager;https://www.soraredata.com/player/12074355190813718087148651830161950996792002442502066692426850932946430490394
Jo Hyeon-Woo;https://www.soraredata.com/player/108621051994209203720096068050978931438722546758643416466023021133804644725012
Konstantinos Lamprou;https://www.soraredata.com/player/86150081386590347450915075331979055717973520940742506099488344610245514468406
Stefan Frei;https://www.soraredata.com/player/78538968172482469899379979577528674930110059782613260995122355393141088347802
Etienne Vaessen;https://www.soraredata.com/player/1709625134463769622059700939301931449665663149738623658333566392642793962277
AITOR FDEZ.;https://www.soraredata.com/player/81255124203164020139086277654142673775337884184628751773490507871464230968136
Rubén Yáñez;https://www.soraredata.com/player/24995368048686099585706926454582960984092726411516143547984090778559011478480
Jonas Lössl;https://www.soraredata.com/player/1899710930800273874246688454401831372350876946269310953292713470642470866119
Amir Abedzadeh;https://www.soraredata.com/player/98819784864559380800415057186677538879806479341238311892131699743401578732651
André Onana;https://www.soraredata.com/player/30288193883708656346837143579160224159713157308051116555817023611258158976190
Pau López;https://www.soraredata.com/player/16482967013360376251135176817322139451356093793062331668462601279194709629035
Sergio Padt;https://www.soraredata.com/player/24044783712637778834751099056476896379618513653977305245175437366277617425772
Kosuke Nakamura;https://www.soraredata.com/player/91667903271315472732193094895288220135598563137055771519567834935490007265892
Hendrik Bonmann;https://www.soraredata.com/player/107034781232219249454465472887770603678547412297656510765533269561132049296681
Kim Kyeong-Min;https://www.soraredata.com/player/1395416643219594582839326740441323797635738744739635386535558933913948870671
Jun Ichimori;https://www.soraredata.com/player/66604118928798027535466229319351130997757358185648162705885000632753145346097
Paul Nardi;https://www.soraredata.com/player/60318590963735731578166903751068532651249865977400789756990816621745070745890
Hernán Galíndez;https://www.soraredata.com/player/hernan-ismael-galindez
Günay Güvenç;https://www.soraredata.com/player/114144184498862141733028434371819360545611561469390811405126096927016498025723
Lars Unnerstall;https://www.soraredata.com/player/67372446976623259739700272366440242084300879732188430153747968135826855467262
William Yarbrough;https://www.soraredata.com/player/110113791343548486305302758887081369048621699353362813396994113837699950861339
Jonas Omlin;https://www.soraredata.com/player/79961337402401510861221508371981143728682220973135134182537378261212219864865
Joe Hart;https://www.soraredata.com/player/921917459471371783964637905546000722943810632941551096100739332831925807708
Valentin Cojocaru;https://www.soraredata.com/player/43397766955924321725212080040886112162739046701115362222776843058292390562893
Mory Diaw;https://www.soraredata.com/player/11920827519712673222018567567991982225458770403184256202917880749659992270315
Lucas Chaves;https://www.soraredata.com/player/62748205402493934500130320399397920664773405784879975202644677621240995556348
Ivan Lučić;https://www.soraredata.com/player/30851254716310944069004094720673958399164283788287829145462657855833868422037
Gautier Larsonneur;https://www.soraredata.com/player/57837897617264132298412292862975872930845213891240725821117525471566023477002
Dayne St. Clair;https://www.soraredata.com/player/107464048984564014898719167465141074084165050238632060452114267215802195716911
David Ospina;https://www.soraredata.com/player/24033809909061722072077719557464614309454735931822886461577082266105753101995
Fraser Forster;https://www.soraredata.com/player/66530399208790621561356166168907242423341206856775938378184789212259111754660
Jannik Huth;https://www.soraredata.com/player/24923719898531316438678665257827406615370948948154471451253428022931760038901
Tomáš Vaclík;https://www.soraredata.com/player/tomas-vaclik
Federico Lanzillotta;https://www.soraredata.com/player/53428165329235742885829576994175825261331872470739154096109103202286574283122
Gerónimo Rulli;https://www.soraredata.com/player/40510221715778646228814602708066401795653272631079139540554010181601005810079
Juan Soriano;https://www.soraredata.com/player/28312910108220979354574893669112951866636844681011474821804875556537417723638
Jeremías Ledesma;https://www.soraredata.com/player/22636567187732784269412013162572662251724546577813763114123428988196130291782
Luca Zidane;https://www.soraredata.com/player/10034407510966266487267861135038977574273940156377717835735434640383970004852
Angus Gunn;https://www.soraredata.com/player/74335348174756941875758321646620036034526649062722507793057236999182962069677
Jacob Rinne;https://www.soraredata.com/player/26940523087180194162173747068200550825014138311160689577336697404501348636251
Matheus Cavichioli;https://www.soraredata.com/player/37429696709830863994451609029290696666007492391925780579536611032730921024127
Gaëtan Poussin;https://www.soraredata.com/player/99882747219571496824962633303018633311197221602953331679050991368199919761478
Bernd Leno;https://www.soraredata.com/player/18838075783673989824609690563250221653218868134736801959730863696779434625828
Steve Mandanda;https://www.soraredata.com/player/46980717281332134256077403144382108547071955251859946859535555644743842650334
Max Walef;https://www.soraredata.com/player/97923687100072409364142910127393683515962487891139239896996700744608246471688
Andreas Luthe;https://www.soraredata.com/player/44027742876817242875791415014017405941632601371116813751678573948714066524686
